script	active_severity_or_advisory_keywords	filter_design	configurable_settings	severity_conditions	row_filter_criteria	evidence_basis	rule_evaluation_confidence	root_cause_confidence	confidence_reason	interpretation_limit	threshold_review_status
12_planner_statistics/02_seq_scan_hotspots.sql	CRITICAL,HIGH,LOW,MEDIUM,REVIEW	HARDCODED_THRESHOLD	none	seq_scan >= 1000 AND coalesce(seq_scan_pct, 0) >= 80 AND total_bytes >= 1024::bigint * 1024 * 1024 || seq_scan >= 100 AND coalesce(seq_scan_pct, 0) >= 70 AND total_bytes >= 256::bigint * 1024 * 1024 || seq_scan >= 10 AND coalesce(seq_scan_pct, 0) >= 50 AND total_bytes >= 64::bigint * 1024 * 1024 || seq_scan > 0 AND coalesce(seq_scan_pct, 0) >= 80 || coalesce(seq_scan_pct, 0) >= 50	AND coalesce(seq_scan_pct, 0) >= 80 || AND total_bytes >= 1024::bigint * 1024 * 1024 || AND coalesce(seq_scan_pct, 0) >= 70 || AND total_bytes >= 256::bigint * 1024 * 1024 || AND coalesce(seq_scan_pct, 0) >= 50 || AND total_bytes >= 64::bigint * 1024 * 1024	PLANNER_OR_MAINTENANCE_ESTIMATE	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
12_planner_statistics/03_column_stats_profile.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND schemaname <> 'information_schema'	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
12_planner_statistics/04_extended_stats_candidates.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
12_planner_statistics/05_autovacuum_analyze_settings_by_table.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE c.relkind IN ('r', 'm', 'p') || AND n.nspname <> 'information_schema' || AND c.reloptions IS NOT NULL	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
12_planner_statistics/06_planner_cost_settings.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE name IN (	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
13_io_wal_checkpoints/01_database_io_profile.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE datname NOT IN ('template0', 'template1')	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
13_io_wal_checkpoints/02_table_io_hotspots.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
13_io_wal_checkpoints/03_index_io_hotspots.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
13_io_wal_checkpoints/04_wal_archiver_health.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
13_io_wal_checkpoints/05_checkpoint_pressure_indicators.sql	REVIEW	ADVISORY_LABEL_ONLY	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	LOW	LOW	Severity wording exists but no CASE threshold was mechanically traceable; manual interpretation is required.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
13_io_wal_checkpoints/06_temp_file_usage_by_database.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE datname NOT IN ('template0', 'template1')	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
13_io_wal_checkpoints/07_pg_stat_io_overview_pg16_plus.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
14_connection_workload/01_connections_by_user_app_db.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
14_connection_workload/02_idle_in_transaction_risk.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
14_connection_workload/03_connection_state_distribution.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
14_connection_workload/04_role_connection_limit_risk.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
14_connection_workload/05_backend_type_distribution.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
14_connection_workload/06_prepared_transactions_status.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/01_create_capacity_repository.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	REPOSITORY_HISTORY	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Accuracy depends on repository setup, capture cadence, retention, and uninterrupted collection.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/02_capture_database_size_snapshot.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	REPOSITORY_HISTORY	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Accuracy depends on repository setup, capture cadence, retention, and uninterrupted collection.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/03_capture_table_size_snapshot.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/04_capture_index_size_snapshot.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/05_capture_connection_snapshot.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/06_capture_wal_snapshot.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/07_database_growth_report.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	REPOSITORY_HISTORY	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Accuracy depends on repository setup, capture cadence, retention, and uninterrupted collection.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
15_capacity_forecasting/08_table_growth_report.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	REPOSITORY_HISTORY	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Accuracy depends on repository setup, capture cadence, retention, and uninterrupted collection.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/01_database_xid_multixact_age.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/02_relation_filenode_mapping.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/03_system_catalog_size_profile.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE n.nspname IN ('pg_catalog', 'information_schema')	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/04_dependency_fanout_objects.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/05_fsm_vm_toast_size_breakdown.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE c.relkind IN ('r', 'm') || AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/06_visibility_and_freeze_profile.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE c.relkind IN ('r', 'm') || AND n.nspname <> 'information_schema'	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/07_toast_compression_storage_policy.sql	REVIEW	HARDCODED_THRESHOLD	none	s.toast_bytes >= 1024::bigint * 1024 * 1024 * 10 AND s.toast_bytes >= s.total_bytes * 0.50	WHERE c.relkind IN ('r', 'p', 'm') || AND a.attnum > 0 || AND n.nspname <> 'information_schema' || AND a.attstorage IN ('m', 'x', 'e') || AND s.toast_bytes >= s.total_bytes * 0.50 THEN 'TOAST_DOMINATES_TABLE' || AND s.toast_bytes >= s.total_bytes * 0.50 THEN 'Review access pattern, archive policy, compression method, and whether large attributes belong outside OLTP hot rows.'	CATALOG_OR_CONFIGURATION_FACT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/08_relation_forks_persistence_map.sql	LOW,REVIEW	HARDCODED_THRESHOLD	none	pg_relation_size(oid, 'fsm') > pg_relation_size(oid, 'main') * 0.10 || pg_relation_size(oid, 'vm') = 0 AND pg_relation_size(oid, 'main') > 1024::bigint * 1024 * 1024	WHERE c.relkind IN ('r', 'p', 'm', 'i', 't') || AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/09_slru_control_checkpoint_internals.sql	none	NO_SEVERITY_LABEL	none	age(c.oldest_xid) > 1500000000 || age(c.oldest_xid) > 1000000000 || mxid_age(c.oldest_multi_xid) > 1000000000	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/10_wait_event_internals_live_map.sql	HIGH,REVIEW	STATE_OR_BOOLEAN_RULE	none	wait_event_type = 'IPC'	WHERE pid <> pg_backend_pid()	LIVE_INSTANCE_SNAPSHOT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/11_internal_extension_readiness.sql	HIGH,LOW	STATE_OR_BOOLEAN_RULE	none	w.extension_name = 'pg_stat_statements' AND e.installed_version IS NULL	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/12_backend_memory_contexts_snapshot.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/13_postgres_internals_keyword_coverage_matrix.sql	REVIEW	ADVISORY_LABEL_ONLY	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	LOW	LOW	Severity wording exists but no CASE threshold was mechanically traceable; manual interpretation is required.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/14_vacuum_internal_pressure_dashboard.sql	CRITICAL,HIGH,REVIEW	HARDCODED_THRESHOLD	none	s.autovacuum_enabled <> 'on' || NOT table_autovacuum_enabled || xid_age >= freeze_max_age * 0.90 || n_dead_tup >= vacuum_trigger * 2 || n_dead_tup >= vacuum_trigger || n_mod_since_analyze >= analyze_trigger	WHERE c.relkind IN ('r', 'm') || AND n.nspname NOT IN ('pg_catalog', 'information_schema') || WHERE n_dead_tup >= vacuum_trigger || OR n_mod_since_analyze >= analyze_trigger || OR xid_age >= freeze_max_age * 0.50 || WHERE a.pid <> pg_backend_pid() || AND a.xact_start IS NOT NULL || OR a.backend_xmin IS NOT NULL	LIVE_INSTANCE_SNAPSHOT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/15_wal_write_path_pressure_dashboard.sql	CRITICAL,HIGH,LOW,REVIEW	HARDCODED_THRESHOLD	none	has_wal_operation_counts AND wal_sync_time / NULLIF(wal_sync, 0) >= 10 || has_wal_operation_counts AND wal_write_time / NULLIF(wal_write, 0) >= 10 || wal_buffers_full / stats_age_seconds >= 0.1 || failed_count > 0 AND last_failed_time >= coalesce(last_archived_time, '-infinity'::timestamptz) || NOT active AND coalesce(pg_wal_lsn_diff(pg_current_wal_lsn(), restart_lsn), 0) >= 10::numeric * 1024 * 1024 * 1024 || NOT active || coalesce(pg_wal_lsn_diff(pg_current_wal_lsn(), restart_lsn), 0) >= 10::numeric * 1024 * 1024 * 1024 || 'max_wal_size'	WHERE a.wait_event_type IS NOT NULL || OR a.backend_type IN ('walsender', 'walwriter') || WHERE name IN (	LIVE_INSTANCE_SNAPSHOT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/16_checkpoint_background_writer_pressure_15_plus.sql	HIGH,OK,REVIEW,WARN	HARDCODED_THRESHOLD	none	100.0 * num_requested / NULLIF(num_timed + num_requested, 0) >= 20 || write_time / NULLIF(num_timed + num_requested, 0) >= 30000 || sync_time / NULLIF(num_timed + num_requested, 0) >= 1000 || maxwritten_clean / age_seconds >= 0.01 || 100.0 * checkpoints_req / NULLIF(checkpoints_timed + checkpoints_req, 0) >= 20 || checkpoint_write_time / NULLIF(checkpoints_timed + checkpoints_req, 0) >= 30000 || checkpoint_sync_time / NULLIF(checkpoints_timed + checkpoints_req, 0) >= 1000 || buffers_backend > buffers_clean	WHERE wait_event_type IN ('IO', 'LWLock')	LIVE_INSTANCE_SNAPSHOT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/17_cloud_portability_capability_matrix.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE pid <> pg_backend_pid() || AND query = '<insufficient privilege>'	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
16_internals_deep_dive/18_query_text_capture_limits.sql	CRITICAL,REVIEW,WARNING	HARDCODED_THRESHOLD	none	name = 'track_activity_query_size' AND pg_size_bytes(setting || coalesce(unit, '')) < 4096 || name = 'track_activities' AND setting <> 'on' || name = 'compute_query_id' AND setting = 'off'	AND pg_size_bytes(setting || coalesce(unit, '')) < 4096 || WHERE name IN ( || WHERE a.pid <> pg_backend_pid()	CUMULATIVE_PG_STAT_STATEMENTS	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
17_execution_plans/01_plan_capture_prerequisites.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE name IN (	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
17_execution_plans/02_explain_analyze_template.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
17_execution_plans/03_generate_explain_for_top_queries.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
17_execution_plans/04_plan_red_flag_candidates.sql	HIGH,REVIEW	HARDCODED_THRESHOLD	none	mean_exec_time > 1000	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
18_long_queries_full_scans/01_active_long_queries.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND query_start IS NOT NULL || AND now() - query_start >= interval '1 minute'	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
18_long_queries_full_scans/02_long_queries_from_statements.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE calls >= 5	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
18_long_queries_full_scans/03_short_vs_long_query_distribution.sql	MEDIUM	HARDCODED_THRESHOLD	none	mean_exec_time < 100	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
18_long_queries_full_scans/04_full_scan_hotspot_tables.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE pg_total_relation_size(s.relid) >= 512::bigint * 1024 * 1024	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
19_dml_optimization/01_write_heavy_tables.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
19_dml_optimization/02_hot_update_efficiency.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE n_tup_upd > 0	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
19_dml_optimization/03_missing_fk_supporting_indexes.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
19_dml_optimization/04_dml_bloat_pressure.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE n_dead_tup > 0	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
20_design_matters/01_tables_without_primary_keys.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema' || AND con.oid IS NULL	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
20_design_matters/02_wide_tables_profile.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
20_design_matters/03_overindexed_tables.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
20_design_matters/04_high_nullability_columns.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND schemaname <> 'information_schema' || AND null_frac >= 0.80	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
21_configuration_parameters/01_core_performance_settings.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE name IN (	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
