script	placement	placement_reason	scale_class	confidence_10tb	confidence_50tb	scale_reason	prerequisites	risk_flags	disposable_runtime	read_only_runtime	pg_monitor_runtime
16_internals_deep_dive/10_wait_event_internals_live_map.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	PostgreSQL 16+	none	PASS	PASS	PASS
16_internals_deep_dive/11_internal_extension_readiness.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements,pgstattuple extension,pg_visibility extension	PGSS_SCAN	PASS	PASS	PASS
16_internals_deep_dive/12_backend_memory_contexts_snapshot.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements,DDL/DML privileges	PERSISTENT_WRITE,PGSS_SCAN	PASS	PASS	PASS
16_internals_deep_dive/13_postgres_internals_keyword_coverage_matrix.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements,PostgreSQL 16+,pgstattuple extension,pg_visibility extension,DDL/DML privileges	PERSISTENT_WRITE,PGSS_SCAN	PASS	PASS	PASS
16_internals_deep_dive/14_vacuum_internal_pressure_dashboard.sql	WRITER_REQUIRED	Writer-local DML, vacuum, WAL, or maintenance statistics are authoritative.	MEDIUM	MEDIUM_HIGH	MEDIUM	Calls size functions across relation catalogs; cost grows with object/segment count.	DDL/DML privileges	PERSISTENT_WRITE,SIZE_CALL_LOOP	PASS	PASS	PASS
16_internals_deep_dive/15_wal_write_path_pressure_dashboard.sql	WRITER_PREFERRED	Uses primary WAL/archive/sender state.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	PostgreSQL 16+	none	PASS	PASS	PASS
16_internals_deep_dive/16_checkpoint_background_writer_pressure_15_plus.sql	WRITER_ONLY	Empirically rejected by PostgreSQL read-only execution after prerequisites were installed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	PostgreSQL 16+,PostgreSQL 17+ or guarded fallback,TEMP privilege	TEMP_DDL	PASS	FAIL	FAIL
16_internals_deep_dive/17_cloud_portability_capability_matrix.sql	WRITER_PREFERRED	Uses primary WAL/archive/sender state.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements,PostgreSQL 16+,PostgreSQL 17+ or guarded fallback,DDL/DML privileges	PERSISTENT_WRITE,PGSS_SCAN	PASS	PASS	PASS
16_internals_deep_dive/18_query_text_capture_limits.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements,DDL/DML privileges	PERSISTENT_WRITE,PGSS_SCAN	PASS	PASS	PASS
17_execution_plans/01_plan_capture_prerequisites.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
17_execution_plans/02_explain_analyze_template.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	none	EXECUTES_QUERY	PASS	PASS	PASS
17_execution_plans/03_generate_explain_for_top_queries.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
17_execution_plans/04_plan_red_flag_candidates.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
18_long_queries_full_scans/01_active_long_queries.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
18_long_queries_full_scans/02_long_queries_from_statements.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
18_long_queries_full_scans/03_short_vs_long_query_distribution.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
18_long_queries_full_scans/04_full_scan_hotspot_tables.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SIZE_CALL	PASS	PASS	PASS
19_dml_optimization/01_write_heavy_tables.sql	WRITER_REQUIRED	Writer-local DML, vacuum, WAL, or maintenance statistics are authoritative.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	none	SIZE_CALL	PASS	PASS	PASS
19_dml_optimization/02_hot_update_efficiency.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SIZE_CALL	PASS	PASS	PASS
19_dml_optimization/03_missing_fk_supporting_indexes.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
19_dml_optimization/04_dml_bloat_pressure.sql	WRITER_REQUIRED	Writer-local DML, vacuum, WAL, or maintenance statistics are authoritative.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SIZE_CALL	PASS	PASS	PASS
20_design_matters/01_tables_without_primary_keys.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM	MEDIUM_HIGH	MEDIUM	Calls size functions across relation catalogs; cost grows with object/segment count.	none	SIZE_CALL_LOOP	PASS	PASS	PASS
20_design_matters/02_wide_tables_profile.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM	MEDIUM_HIGH	MEDIUM	Calls size functions across relation catalogs; cost grows with object/segment count.	none	SIZE_CALL_LOOP	PASS	PASS	PASS
20_design_matters/03_overindexed_tables.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SIZE_CALL	PASS	PASS	PASS
20_design_matters/04_high_nullability_columns.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
21_configuration_parameters/01_core_performance_settings.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
21_configuration_parameters/02_wal_checkpoint_settings.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
21_configuration_parameters/03_autovacuum_settings.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
21_configuration_parameters/04_connection_timeout_settings.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
21_configuration_parameters/05_parameter_deviation_necessity_report.sql	WRITER_PREFERRED	Uses primary WAL/archive/sender state.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements,PostgreSQL 16+,PostgreSQL 17+ or guarded fallback	PGSS_SCAN,SESSION_SETTING	PASS	PASS	PASS
22_application_orm_performance/01_n_plus_one_query_candidates.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
22_application_orm_performance/02_select_star_candidates.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
22_application_orm_performance/03_chatty_small_result_queries.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
22_application_orm_performance/04_app_idle_in_transaction_risk.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
23_functions_dynamic_sql/01_function_execution_hotspots.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	none	none	PASS	PASS	PASS
23_functions_dynamic_sql/02_dynamic_sql_function_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
23_functions_dynamic_sql/03_volatile_and_security_definer_functions.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
23_functions_dynamic_sql/04_trigger_function_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
24_complex_filter_search/01_like_ilike_query_candidates.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
24_complex_filter_search/02_jsonb_array_column_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
24_complex_filter_search/03_gin_gist_brin_index_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SIZE_CALL	PASS	PASS	PASS
24_complex_filter_search/04_full_text_search_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
25_oltp_olap_goals/01_workload_signature_oltp_vs_olap.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
25_oltp_olap_goals/02_oltp_latency_goal_candidates.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
25_oltp_olap_goals/03_olap_throughput_candidates.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
25_oltp_olap_goals/04_mixed_workload_pressure.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
26_physical_cloud_diagnostics/01_instance_platform_fingerprint.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	none	none	PASS	PASS	PASS
26_physical_cloud_diagnostics/02_io_latency_profile.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
26_physical_cloud_diagnostics/03_checkpoint_fsync_pressure.sql	WRITER_ONLY	Empirically rejected by PostgreSQL read-only execution after prerequisites were installed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	PostgreSQL 17+ or guarded fallback,DDL/DML privileges	PERSISTENT_WRITE,TEMP_DDL	PASS	FAIL	FAIL
26_physical_cloud_diagnostics/04_replication_slot_wal_retention_risk.sql	WRITER_PREFERRED	Uses primary WAL/archive/sender state.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
27_high_speed_tuning/01_bottleneck_overview_dashboard.sql	WRITER_ONLY	Empirically rejected by PostgreSQL read-only execution after prerequisites were installed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	PostgreSQL 17+ or guarded fallback,DDL/DML privileges	PERSISTENT_WRITE,TEMP_DDL	PASS	FAIL	FAIL
27_high_speed_tuning/02_waits_and_blocking_details.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
27_high_speed_tuning/03_missing_index_candidates_from_scan_pressure.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	DDL/DML privileges	PERSISTENT_WRITE,SIZE_CALL	PASS	PASS	PASS
27_high_speed_tuning/04_missing_fk_index_candidates.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	DDL/DML privileges	PERSISTENT_WRITE	PASS	PASS	PASS
27_high_speed_tuning/05_parameter_tuning_advisor.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SESSION_SETTING	PASS	PASS	PASS
27_high_speed_tuning/06_query_tuning_action_queue.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN,EXECUTES_QUERY	PASS	PASS	PASS
28_pgss_resource_attribution/01_pgss_query_resource_percent.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
28_pgss_resource_attribution/02_pgss_resource_percent_by_database.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
28_pgss_resource_attribution/03_pgss_resource_percent_by_user.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Scans/sorts pg_stat_statements; bounded by tracked statement cardinality, not table TB.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
28_pgss_resource_attribution/04_pgss_query_infra_tier_classification.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements	PGSS_SCAN	PASS	PASS	PASS
29_object_inventory_health/01_object_type_inventory.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/02_table_pk_fk_health.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM	MEDIUM_HIGH	MEDIUM	Calls size functions across relation catalogs; cost grows with object/segment count.	none	SIZE_CALL_LOOP	PASS	PASS	PASS
29_object_inventory_health/03_tables_missing_primary_key.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM	MEDIUM_HIGH	MEDIUM	Calls size functions across relation catalogs; cost grows with object/segment count.	DDL/DML privileges	PERSISTENT_WRITE,SIZE_CALL_LOOP	PASS	PASS	PASS
29_object_inventory_health/04_missing_fk_supporting_indexes.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	DDL/DML privileges	PERSISTENT_WRITE	PASS	PASS	PASS
29_object_inventory_health/05_missing_join_column_indexes.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	DDL/DML privileges	PERSISTENT_WRITE	PASS	PASS	PASS
29_object_inventory_health/06_identifier_casing_risks.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/07_sequence_ownership_health.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/08_trigger_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/09_grant_exposure_audit.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/10_function_procedure_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/11_partition_health.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM	MEDIUM_HIGH	MEDIUM	Calls size functions across relation catalogs; cost grows with object/segment count.	none	SIZE_CALL_LOOP	PASS	PASS	PASS
29_object_inventory_health/12_user_defined_type_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/13_insert_copy_activity.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/14_fdw_inventory.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/15_oracle_package_synonym_mapping.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/16_kettle_etl_activity_signals.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
29_object_inventory_health/17_object_bloat_hotspots.sql	WRITER_REQUIRED	Writer-local DML, vacuum, WAL, or maintenance statistics are authoritative.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SIZE_CALL	PASS	PASS	PASS
29_object_inventory_health/18_object_query_hotspots_pgss.sql	WRITER_ONLY	Empirically rejected by PostgreSQL read-only execution after prerequisites were installed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements,DDL/DML privileges	PERSISTENT_WRITE,TEMP_DDL,PGSS_SCAN	PASS	FAIL	FAIL
30_backup_restore_pitr_dr/01_backup_pitr_configuration_health.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SESSION_SETTING	PASS	PASS	PASS
30_backup_restore_pitr_dr/02_wal_archiving_gap_and_lag.sql	WRITER_PREFERRED	Uses primary WAL/archive/sender state.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	none	none	PASS	PASS	PASS
30_backup_restore_pitr_dr/03_restore_to_timestamp_quick_test.sql	WRITER_PREFERRED	Uses primary WAL/archive/sender state.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	none	none	PASS	PASS	PASS
30_backup_restore_pitr_dr/04_dr_rto_rpo_replication_evidence.sql	RUN_ON_BOTH	Contains both primary and standby evidence; compare writer and reader output.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
30_backup_restore_pitr_dr/05_backup_restore_evidence_contract.sql	WRITER_ONLY	Empirically rejected by PostgreSQL read-only execution after prerequisites were installed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	DDL/DML privileges	PERSISTENT_WRITE,TEMP_DDL	PASS	FAIL	FAIL
31_logging_error_signatures/01_logging_configuration_sanity.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	SESSION_SETTING	PASS	PASS	PASS
31_logging_error_signatures/02_error_signature_indicators.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
31_logging_error_signatures/03_slow_query_log_vs_pgss_correlation.sql	WRITER_ONLY	Empirically rejected by PostgreSQL read-only execution after prerequisites were installed.	HIGH	HIGH	HIGH	Bounded catalog/statistics query; not proportional to user-table bytes.	pg_stat_statements,DDL/DML privileges	PERSISTENT_WRITE,TEMP_DDL,PGSS_SCAN	PASS	FAIL	FAIL
31_logging_error_signatures/04_lock_wait_deadlock_signatures.sql	TARGET_INSTANCE	Runtime counters are instance-local; run on the writer or reader whose workload is being diagnosed.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
32_upgrade_patch_readiness/01_version_upgrade_path_overview.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
32_upgrade_patch_readiness/02_extension_version_drift_dependencies.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
32_upgrade_patch_readiness/03_preupgrade_invalid_objects_gate.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	none	none	PASS	PASS	PASS
32_upgrade_patch_readiness/04_collation_version_mismatch_risk.sql	EITHER_METADATA	Catalog/metadata diagnostic; a sufficiently current reader can offload the writer.	MEDIUM_HIGH	HIGH	MEDIUM_HIGH	Catalog/statistics-wide query; scales with object/session/statistics cardinality.	DDL/DML privileges	PERSISTENT_WRITE	PASS	PASS	PASS
